date: 20220918111100.540510+180, owner: ('DESKTOP-V8Q8DT2', 'user'), exe: C:\Users\user\AppData\Local\Programs\Python\Python310\pythonw.exe, cmd: C:\Users\user\AppData\Local\Programs\Python\Python310\pythonw.exe -c __import__('idlelib.run').run.main(True) 62724, pid: 3444, parent_pid: 10460, priv: N/A

