date: 20230106114923.209202+180, owner: ('DESKTOP-V8Q8DT2', 'user'), exe: C:\WINDOWS\System32\slui.exe, cmd: C:\WINDOWS\System32\slui.exe -Embedding, pid: 3036, parent_pid: 976, priv: N/A

